organism;checkin;atb;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Enterobacter cloacae;31081;E_15;;;;;
Enterobacter cloacae;31081;FD_10;;;;;
Enterobacter cloacae;31081;FEP_30;28;29;30;29;";cAmpC hyper"
Enterobacter cloacae;31081;FOX_30;11;10;9;9;";cAmpC hyper"
Enterobacter cloacae;31081;K_30;19;20;20;20;";AG wild-type"
Enterobacter cloacae;31081;LEV_5;26;27;28;29;";QL wild-type"
Enterobacter cloacae;31081;LZD_10;;;;;
Enterobacter cloacae;31081;MEM_10;26;26;27;27;";cAmpC hyper"
Enterobacter cloacae;31081;MH_30;19;18;18;17;";TET wild-type"
Enterobacter cloacae;31081;NA_30;21;21;20;20;";QL wild-type"
Enterobacter cloacae;31081;NOR_10;26;26;27;28;";QL wild-type"
Enterobacter cloacae;31081;P_1;;;;;";cAmpC hyper"
Enterobacter cloacae;31081;RD_5;;;;;
Enterobacter cloacae;31081;SXT_25;25;25;25;25;
Enterobacter cloacae;31081;TE_30;23;22;22;22;";TET wild-type"
Enterobacter cloacae;31081;TEC_30;;;;;
Enterobacter cloacae;31081;TEM_30;21;22;22;22;";cAmpC hyper"
Enterobacter cloacae;31081;TGC_15;18;18;18;18;";TET wild-type"
Enterobacter cloacae;31081;TOB_10;18;19;19;19;";AG wild-type"
Enterobacter cloacae;31081;TZP_36;20;21;21;21;";cAmpC hyper"
Escherichia coli;31277;AK_30;17;18;19;18;";AG multiple mechanisms"
Escherichia coli;31277;AMC_30;13;14;13;13;";BSBL or other beta-lactamase"
Escherichia coli;31277;AMP_10;7;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;31277;CIP_5;7;6;6;6;";QL high level resistance"
Escherichia coli;31277;CN_10;6;6;6;6;";AG multiple mechanisms"
Escherichia coli;31277;CPD_10;17;18;18;18;";BSBL or other beta-lactamase"
Escherichia coli;31277;CRO_30;25;26;27;27;";BSBL or other beta-lactamase"
Escherichia coli;31277;CXM_30;15;15;15;15;";BSBL or other beta-lactamase"
Escherichia coli;31277;DA_2;;;;;
Escherichia coli;31277;E_15;;;;;
Escherichia coli;31277;FD_10;;;;;
Escherichia coli;31277;FEP_30;25;26;27;28;";BSBL or other beta-lactamase"
Escherichia coli;31277;FOX_30;16;16;15;15;";BSBL or other beta-lactamase"
Escherichia coli;31277;K_30;6;6;6;6;";AG multiple mechanisms"
Escherichia coli;31277;LEV_5;7;6;6;6;";QL high level resistance"
Escherichia coli;31277;LZD_10;;;;;
Escherichia coli;31277;MEM_10;27;28;29;29;";BSBL or other beta-lactamase"
Escherichia coli;31277;MH_30;12;12;10;9;";tetB / tetM"
Escherichia coli;31277;NA_30;7;6;6;6;";QL high level resistance"
Escherichia coli;31277;NOR_10;6;6;6;6;";QL high level resistance"
Escherichia coli;31277;P_1;;;;;";BSBL or other beta-lactamase"
Escherichia coli;31277;RD_5;;;;;
Escherichia coli;31277;SXT_25;6;6;6;6;
Escherichia coli;31277;TE_30;6;6;6;6;";tetB / tetM"
Escherichia coli;31277;TEC_30;;;;;
Escherichia coli;31277;TEM_30;16;17;17;17;";BSBL or other beta-lactamase"
Escherichia coli;31277;TGC_15;20;21;21;21;";tetB / tetM"
Escherichia coli;31277;TOB_10;12;12;12;8;";AG multiple mechanisms"
Escherichia coli;31277;TZP_36;18;18;18;18;";BSBL or other beta-lactamase"
Enterobacter cloacae;31575;AK_30;19;20;20;20;";AG multiple mechanisms"
Klebsiella pneumoniae;31575;AK_30;20;20;21;22;";AG wild-type"
Enterobacter cloacae;31575;AMC_30;9;6;6;6;";CTX"
Klebsiella pneumoniae;31575;AMC_30;16;16;16;16;";CTX"
Enterobacter cloacae;31575;AMP_10;7;6;6;6;";CTX"
Klebsiella pneumoniae;31575;AMP_10;6;6;6;6;";CTX"
Enterobacter cloacae;31575;CIP_5;19;19;19;18;";QL high level resistance"
Klebsiella pneumoniae;31575;CIP_5;27;27;28;29;";QL wild-type"
Enterobacter cloacae;31575;CN_10;10;10;7;7;";AG multiple mechanisms"
Klebsiella pneumoniae;31575;CN_10;19;19;20;21;";AG wild-type"
Enterobacter cloacae;31575;CPD_10;6;6;6;6;";CTX"
Klebsiella pneumoniae;31575;CPD_10;6;6;6;6;";CTX"
Enterobacter cloacae;31575;CRO_30;11;10;9;9;";CTX"
Klebsiella pneumoniae;31575;CRO_30;6;6;6;6;";CTX"
Enterobacter cloacae;31575;CXM_30;6;6;6;6;";CTX"
Klebsiella pneumoniae;31575;CXM_30;6;6;6;6;";CTX"
Enterobacter cloacae;31575;DA_2;;;;;
Klebsiella pneumoniae;31575;DA_2;;;;;
Enterobacter cloacae;31575;E_15;;;;;
Klebsiella pneumoniae;31575;E_15;;;;;
Enterobacter cloacae;31575;FD_10;;;;;
Klebsiella pneumoniae;31575;FD_10;;;;;
Enterobacter cloacae;31575;FEP_30;18;18;18;18;";CTX"
Klebsiella pneumoniae;31575;FEP_30;13;13;12;12;";CTX"
Enterobacter cloacae;31575;FOX_30;10;9;6;6;";CTX"
Klebsiella pneumoniae;31575;FOX_30;21;21;22;23;";CTX"
Enterobacter cloacae;31575;K_30;16;15;13;13;";AG multiple mechanisms"
Klebsiella pneumoniae;31575;K_30;20;20;21;21;";AG wild-type"
Enterobacter cloacae;31575;LEV_5;21;22;22;22;";QL high level resistance"
Klebsiella pneumoniae;31575;LEV_5;26;26;27;27;";QL wild-type"
Enterobacter cloacae;31575;LZD_10;;;;;
Klebsiella pneumoniae;31575;LZD_10;;;;;
Enterobacter cloacae;31575;MEM_10;29;30;30;30;";CTX"
Klebsiella pneumoniae;31575;MEM_10;27;27;27;27;";CTX"
Enterobacter cloacae;31575;MH_30;19;19;18;17;";Efflux NOT tetB"
Klebsiella pneumoniae;31575;MH_30;14;13;12;13;";RND pump"
Enterobacter cloacae;31575;NA_30;17;16;15;7;";QL high level resistance"
Klebsiella pneumoniae;31575;NA_30;21;22;22;22;";QL wild-type"
Enterobacter cloacae;31575;NOR_10;19;19;19;19;";QL high level resistance"
Klebsiella pneumoniae;31575;NOR_10;25;25;26;27;";QL wild-type"
Enterobacter cloacae;31575;P_1;;;;;";CTX"
Klebsiella pneumoniae;31575;P_1;;;;;";CTX"
Enterobacter cloacae;31575;RD_5;;;;;
Klebsiella pneumoniae;31575;RD_5;;;;;
Enterobacter cloacae;31575;SXT_25;6;6;6;6;
Klebsiella pneumoniae;31575;SXT_25;6;6;6;6;
Enterobacter cloacae;31575;TE_30;12;12;10;9;";Efflux NOT tetB"
Klebsiella pneumoniae;31575;TE_30;6;6;6;6;";RND pump"
Enterobacter cloacae;31575;TEC_30;;;;;
Klebsiella pneumoniae;31575;TEC_30;;;;;
Enterobacter cloacae;31575;TEM_30;21;23;23;23;";CTX"
Klebsiella pneumoniae;31575;TEM_30;20;20;20;20;";CTX"
Enterobacter cloacae;31575;TGC_15;18;18;18;19;";Efflux NOT tetB"
Klebsiella pneumoniae;31575;TGC_15;17;17;15;16;";RND pump"
Enterobacter cloacae;31575;TOB_10;13;12;11;8;";AG multiple mechanisms"
Klebsiella pneumoniae;31575;TOB_10;19;19;20;20;";AG wild-type"
Enterobacter cloacae;31575;TZP_36;19;19;20;17;";CTX"
Klebsiella pneumoniae;31575;TZP_36;16;16;16;17;";CTX"
Enterobacter aerogenes;31581;AK_30;20;20;21;22;";AG wild-type"
Enterobacter aerogenes;31581;AMC_30;12;12;9;8;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;CIP_5;22;23;24;24;";QL low level resistance"
Enterobacter aerogenes;31581;CN_10;18;19;19;20;";AG wild-type"
Enterobacter aerogenes;31581;CPD_10;6;6;6;6;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;CRO_30;16;15;15;14;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;CXM_30;6;6;6;6;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;DA_2;;;;;
Enterobacter aerogenes;31581;E_15;;;;;
Enterobacter aerogenes;31581;FD_10;;;;;
Enterobacter aerogenes;31581;FEP_30;24;24;24;25;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;FOX_30;6;6;6;6;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;K_30;20;20;21;21;";AG wild-type"
Enterobacter aerogenes;31581;LEV_5;20;20;21;21;";QL low level resistance"
Enterobacter aerogenes;31581;LZD_10;;;;;
Enterobacter aerogenes;31581;MEM_10;26;27;27;27;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;MH_30;12;12;10;6;";RND pump"
Enterobacter aerogenes;31581;NA_30;13;13;13;7;";QL low level resistance"
Enterobacter aerogenes;31581;NOR_10;19;20;20;20;";QL low level resistance"
Enterobacter aerogenes;31581;P_1;;;;;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;RD_5;;;;;
Enterobacter aerogenes;31581;SXT_25;22;22;22;22;
Enterobacter aerogenes;31581;TE_30;18;17;16;7;";RND pump"
Enterobacter aerogenes;31581;TEC_30;;;;;
Enterobacter aerogenes;31581;TEM_30;17;17;16;16;";BSBL or other beta-lactamase"
Enterobacter aerogenes;31581;TGC_15;14;14;15;15;";RND pump"
Enterobacter aerogenes;31581;TOB_10;19;19;20;20;";AG wild-type"
Enterobacter aerogenes;31581;TZP_36;16;15;14;14;";BSBL or other beta-lactamase"
Escherichia coli;32010;AK_30;19;20;21;22;";AG wild-type"
Escherichia coli;32010;AMC_30;10;10;9;9;";pAmpC"
Escherichia coli;32010;AMP_10;6;6;6;6;";pAmpC"
Escherichia coli;32010;CIP_5;28;29;29;30;";QL wild-type"
Escherichia coli;32010;CN_10;19;19;21;21;";AG wild-type"
Escherichia coli;32010;CPD_10;12;11;11;11;";pAmpC"
Escherichia coli;32010;CRO_30;24;24;24;24;";pAmpC"
Escherichia coli;32010;CXM_30;15;15;14;14;";pAmpC"
Escherichia coli;32010;DA_2;;;;;
Escherichia coli;32010;E_15;;;;;
Escherichia coli;32010;FD_10;;;;;
Escherichia coli;32010;FEP_30;28;28;29;29;";pAmpC"
Escherichia coli;32010;FOX_30;15;15;14;14;";pAmpC"
Escherichia coli;32010;K_30;19;20;20;20;";AG wild-type"
Escherichia coli;32010;LEV_5;26;27;27;28;";QL wild-type"
Escherichia coli;32010;LZD_10;;;;;
Escherichia coli;32010;MEM_10;28;28;29;29;";pAmpC"
Escherichia coli;32010;MH_30;22;22;22;22;";TET wild-type"
Escherichia coli;32010;NA_30;20;22;22;22;";QL wild-type"
Escherichia coli;32010;NOR_10;25;26;26;27;";QL wild-type"
Escherichia coli;32010;P_1;;;;;";pAmpC"
Escherichia coli;32010;RD_5;;;;;
Escherichia coli;32010;SXT_25;24;25;25;24;
Escherichia coli;32010;TE_30;23;22;23;22;";TET wild-type"
Escherichia coli;32010;TEC_30;;;;;
Escherichia coli;32010;TEM_30;18;19;19;20;";pAmpC"
Escherichia coli;32010;TGC_15;19;20;21;22;";TET wild-type"
Escherichia coli;32010;TOB_10;19;19;19;20;";AG wild-type"
Escherichia coli;32010;TZP_36;18;18;18;18;";pAmpC"
Enterobacter cloacae;32124;AK_30;21;22;22;23;";AG wild-type"
Enterobacter cloacae;32124;AMC_30;9;6;6;6;";cAmpC hyper"
Enterobacter cloacae;32124;AMP_10;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;32124;CIP_5;29;30;31;32;";QL wild-type"
Enterobacter cloacae;32124;CN_10;19;20;21;21;";AG wild-type"
Enterobacter cloacae;32124;CPD_10;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;32124;CRO_30;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;32124;CXM_30;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;32124;DA_2;;;;;
Enterobacter cloacae;32124;E_15;;;;;
Enterobacter cloacae;32124;FD_10;;;;;
Enterobacter cloacae;32124;FEP_30;21;21;20;20;";cAmpC hyper"
Enterobacter cloacae;32124;FOX_30;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;32124;K_30;21;21;22;22;";AG wild-type"
Enterobacter cloacae;32124;LEV_5;27;29;30;30;";QL wild-type"
Enterobacter cloacae;32124;LZD_10;;;;;
Enterobacter cloacae;32124;MEM_10;26;26;26;27;";cAmpC hyper"
Enterobacter cloacae;32124;MH_30;21;20;19;19;";TET wild-type"
Enterobacter cloacae;32124;NA_30;21;23;24;23;";QL wild-type"
Enterobacter cloacae;32124;NOR_10;25;26;27;27;";QL wild-type"
Enterobacter cloacae;32124;P_1;;;;;";cAmpC hyper"
Enterobacter cloacae;32124;RD_5;;;;;
Enterobacter cloacae;32124;SXT_25;28;29;29;29;
Enterobacter cloacae;32124;TE_30;23;23;23;22;";TET wild-type"
Enterobacter cloacae;32124;TEC_30;;;;;
Enterobacter cloacae;32124;TEM_30;17;17;17;16;";cAmpC hyper"
Enterobacter cloacae;32124;TGC_15;19;19;19;19;";TET wild-type"
Enterobacter cloacae;32124;TOB_10;20;20;20;20;";AG wild-type"
Enterobacter cloacae;32124;TZP_36;12;11;11;9;";cAmpC hyper"
Escherichia coli;32125;AK_30;19;20;20;21;";AG wild-type"
Escherichia coli;32125;AMC_30;18;18;19;19;";CTX"
Escherichia coli;32125;AMP_10;6;6;6;6;";CTX"
Escherichia coli;32125;CIP_5;9;6;6;6;";QL high level resistance"
Escherichia coli;32125;CN_10;18;19;20;20;";AG wild-type"
Escherichia coli;32125;CPD_10;13;9;7;7;";CTX"
Escherichia coli;32125;CRO_30;20;19;19;19;";CTX"
Escherichia coli;32125;CXM_30;12;6;6;6;";CTX"
Escherichia coli;32125;DA_2;;;;;
Escherichia coli;32125;E_15;;;;;
Escherichia coli;32125;FD_10;;;;;
Escherichia coli;32125;FEP_30;25;26;26;26;";CTX"
Escherichia coli;32125;FOX_30;22;23;24;24;";CTX"
Escherichia coli;32125;K_30;19;20;20;20;";AG wild-type"
Escherichia coli;32125;LEV_5;11;10;10;9;";QL high level resistance"
Escherichia coli;32125;LZD_10;;;;;
Escherichia coli;32125;MEM_10;29;29;30;30;";CTX"
Escherichia coli;32125;MH_30;24;24;24;23;";TET wild-type"
Escherichia coli;32125;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;32125;NOR_10;7;6;6;6;";QL high level resistance"
Escherichia coli;32125;P_1;;;;;";CTX"
Escherichia coli;32125;RD_5;;;;;
Escherichia coli;32125;SXT_25;6;6;6;6;
Escherichia coli;32125;TE_30;25;25;24;24;";TET wild-type"
Escherichia coli;32125;TEC_30;;;;;
Escherichia coli;32125;TEM_30;22;22;22;23;";CTX"
Escherichia coli;32125;TGC_15;21;22;23;23;";TET wild-type"
Escherichia coli;32125;TOB_10;19;19;20;20;";AG wild-type"
Escherichia coli;32125;TZP_36;22;23;23;23;";CTX"
Citrobacter freundii;32197;AK_30;20;20;21;21;";AG wild-type"
Citrobacter freundii;32197;AMC_30;9;9;6;6;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;CIP_5;26;28;28;28;";QL wild-type"
Citrobacter freundii;32197;CN_10;19;20;20;20;";AG wild-type"
Citrobacter freundii;32197;CPD_10;6;6;6;6;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;CRO_30;18;18;17;11;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;CXM_30;16;15;13;9;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;DA_2;;;;;
Citrobacter freundii;32197;E_15;;;;;
Citrobacter freundii;32197;FD_10;;;;;
Citrobacter freundii;32197;FEP_30;29;29;29;27;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;FOX_30;9;6;6;6;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;K_30;20;20;20;20;";AG wild-type"
Citrobacter freundii;32197;LEV_5;24;26;26;26;";QL wild-type"
Citrobacter freundii;32197;LZD_10;;;;;
Citrobacter freundii;32197;MEM_10;27;29;29;29;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;MH_30;23;23;21;21;";TET wild-type"
Citrobacter freundii;32197;NA_30;21;22;22;21;";QL wild-type"
Citrobacter freundii;32197;NOR_10;25;26;27;27;";QL wild-type"
Citrobacter freundii;32197;P_1;;;;;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;RD_5;;;;;
Citrobacter freundii;32197;SXT_25;26;28;27;26;
Citrobacter freundii;32197;TE_30;25;25;25;24;";TET wild-type"
Citrobacter freundii;32197;TEC_30;;;;;
Citrobacter freundii;32197;TEM_30;22;24;23;20;";BSBL or other beta-lactamase"
Citrobacter freundii;32197;TGC_15;20;21;21;21;";TET wild-type"
Citrobacter freundii;32197;TOB_10;19;19;19;19;";AG wild-type"
Citrobacter freundii;32197;TZP_36;21;21;20;15;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;32273;AK_30;20;21;21;22;";APH-3"
Klebsiella pneumoniae;32273;AMC_30;18;18;18;18;";BL wild-type"
Klebsiella pneumoniae;32273;AMP_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;32273;CIP_5;19;22;24;21;";QL low level resistance"
Klebsiella pneumoniae;32273;CN_10;19;20;20;20;";APH-3"
Klebsiella pneumoniae;32273;CPD_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;32273;CRO_30;9;9;6;6;";BL wild-type"
Klebsiella pneumoniae;32273;CXM_30;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;32273;DA_2;;;;;
Klebsiella pneumoniae;32273;E_15;;;;;
Klebsiella pneumoniae;32273;FD_10;;;;;
Klebsiella pneumoniae;32273;FEP_30;17;16;16;16;";BL wild-type"
Klebsiella pneumoniae;32273;FOX_30;21;22;23;24;";BL wild-type"
Klebsiella pneumoniae;32273;K_30;6;6;6;6;";APH-3"
Klebsiella pneumoniae;32273;LEV_5;19;20;21;21;";QL low level resistance"
Klebsiella pneumoniae;32273;LZD_10;;;;;
Klebsiella pneumoniae;32273;MEM_10;27;27;27;28;";BL wild-type"
Klebsiella pneumoniae;32273;MH_30;21;20;20;19;";TET wild-type"
Klebsiella pneumoniae;32273;NA_30;18;17;16;14;";QL low level resistance"
Klebsiella pneumoniae;32273;NOR_10;18;21;19;20;";QL low level resistance"
Klebsiella pneumoniae;32273;P_1;;;;;";BL wild-type"
Klebsiella pneumoniae;32273;RD_5;;;;;
Klebsiella pneumoniae;32273;SXT_25;6;6;6;6;
Klebsiella pneumoniae;32273;TE_30;24;24;23;23;";TET wild-type"
Klebsiella pneumoniae;32273;TEC_30;;;;;
Klebsiella pneumoniae;32273;TEM_30;22;22;22;22;";BL wild-type"
Klebsiella pneumoniae;32273;TGC_15;20;19;19;19;";TET wild-type"
Klebsiella pneumoniae;32273;TOB_10;19;19;19;19;";APH-3"
Klebsiella pneumoniae;32273;TZP_36;19;20;20;20;";BL wild-type"
Staphylococcus aureus;32548;AK_30;;;;;";APH-3"
Staphylococcus aureus;32548;AMC_30;;;;;";PBP2a"
Staphylococcus aureus;32548;AMP_10;;;;;";PBP2a"
Staphylococcus aureus;32548;CIP_5;18;19;20;23;";QL wild-type"
Staphylococcus aureus;32548;CN_10;18;19;20;21;";APH-3"
Staphylococcus aureus;32548;CPD_10;;;;;";PBP2a"
Staphylococcus aureus;32548;CRO_30;;;;;";PBP2a"
Staphylococcus aureus;32548;CXM_30;;;;;";PBP2a"
Staphylococcus aureus;32548;DA_2;23;24;24;27;
Staphylococcus aureus;32548;E_15;21;24;25;25;
Staphylococcus aureus;32548;FD_10;12;13;12;11;";FA non-wild-type"
Staphylococcus aureus;32548;FEP_30;;;;;";PBP2a"
Staphylococcus aureus;32548;FOX_30;14;14;14;13;";PBP2a"
Staphylococcus aureus;32548;K_30;6;6;6;6;";APH-3"
Staphylococcus aureus;32548;LEV_5;18;20;22;24;";QL wild-type"
Staphylococcus aureus;32548;LZD_10;21;24;23;24;";OXD wild-type"
Staphylococcus aureus;32548;MEM_10;;;;;";PBP2a"
Staphylococcus aureus;32548;MH_30;20;22;23;24;";TET efflux (Gram+)"
Staphylococcus aureus;32548;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;32548;NOR_10;15;19;20;21;";QL wild-type"
Staphylococcus aureus;32548;P_1;8;10;6;6;";PBP2a"
Staphylococcus aureus;32548;RD_5;24;28;31;30;";RIF non-wild-type"
Staphylococcus aureus;32548;SXT_25;18;21;25;28;
Staphylococcus aureus;32548;TE_30;12;14;13;12;";TET efflux (Gram+)"
Staphylococcus aureus;32548;TEC_30;15;16;16;16;
Staphylococcus aureus;32548;TEM_30;;;;;";PBP2a"
Staphylococcus aureus;32548;TGC_15;16;20;20;20;";TET efflux (Gram+)"
Staphylococcus aureus;32548;TOB_10;17;19;20;21;";APH-3"
Staphylococcus aureus;32548;TZP_36;;;;;";PBP2a"
Escherichia coli;35477;AK_30;20;20;21;21;";AG wild-type"
Escherichia coli;35477;AMC_30;14;11;9;8;";BL wild-type"
Escherichia coli;35477;AMP_10;17;17;18;16;";BL wild-type"
Escherichia coli;35477;CIP_5;29;30;30;31;";QL wild-type"
Escherichia coli;35477;CN_10;19;20;21;21;";AG wild-type"
Escherichia coli;35477;CPD_10;20;21;22;22;";BL wild-type"
Escherichia coli;35477;CRO_30;25;27;27;27;";BL wild-type"
Escherichia coli;35477;CXM_30;19;20;20;21;";BL wild-type"
Escherichia coli;35477;DA_2;;;;;
Escherichia coli;35477;E_15;;;;;
Escherichia coli;35477;FD_10;;;;;
Escherichia coli;35477;FEP_30;29;30;30;30;";BL wild-type"
Escherichia coli;35477;FOX_30;9;7;6;6;";BL wild-type"
Escherichia coli;35477;K_30;20;21;21;22;";AG wild-type"
Escherichia coli;35477;LEV_5;27;28;28;29;";QL wild-type"
Escherichia coli;35477;LZD_10;;;;;
Escherichia coli;35477;MEM_10;28;29;29;29;";BL wild-type"
Escherichia coli;35477;MH_30;20;19;19;18;";TET wild-type"
Escherichia coli;35477;NA_30;21;22;22;22;";QL wild-type"
Escherichia coli;35477;NOR_10;27;27;27;28;";QL wild-type"
Escherichia coli;35477;P_1;;;;;";BL wild-type"
Escherichia coli;35477;RD_5;;;;;
Escherichia coli;35477;SXT_25;26;26;26;25;
Escherichia coli;35477;TE_30;24;22;22;22;";TET wild-type"
Escherichia coli;35477;TEC_30;;;;;
Escherichia coli;35477;TEM_30;23;24;24;24;";BL wild-type"
Escherichia coli;35477;TGC_15;19;19;19;19;";TET wild-type"
Escherichia coli;35477;TOB_10;18;18;19;19;";AG wild-type"
Escherichia coli;35477;TZP_36;23;24;24;24;";BL wild-type"
Escherichia coli;35768;AK_30;20;20;21;21;";AG wild-type"
Escherichia coli;35768;AMC_30;9;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;35768;AMP_10;10;8;6;6;";BSBL or other beta-lactamase"
Escherichia coli;35768;CIP_5;28;29;31;31;";QL wild-type"
Escherichia coli;35768;CN_10;19;20;20;20;";AG wild-type"
Escherichia coli;35768;CPD_10;22;23;23;23;";BSBL or other beta-lactamase"
Escherichia coli;35768;CRO_30;25;27;28;28;";BSBL or other beta-lactamase"
Escherichia coli;35768;CXM_30;14;9;7;7;";BSBL or other beta-lactamase"
Escherichia coli;35768;DA_2;;;;;
Escherichia coli;35768;E_15;;;;;
Escherichia coli;35768;FD_10;;;;;
Escherichia coli;35768;FEP_30;29;31;31;32;";BSBL or other beta-lactamase"
Escherichia coli;35768;FOX_30;19;19;18;18;";BSBL or other beta-lactamase"
Escherichia coli;35768;K_30;21;21;21;22;";AG wild-type"
Escherichia coli;35768;LEV_5;27;28;29;30;";QL wild-type"
Escherichia coli;35768;LZD_10;;;;;
Escherichia coli;35768;MEM_10;25;27;28;29;";BSBL or other beta-lactamase"
Escherichia coli;35768;MH_30;22;21;20;19;";TET wild-type"
Escherichia coli;35768;NA_30;24;25;26;26;";QL wild-type"
Escherichia coli;35768;NOR_10;26;28;29;30;";QL wild-type"
Escherichia coli;35768;P_1;;;;;";BSBL or other beta-lactamase"
Escherichia coli;35768;RD_5;;;;;
Escherichia coli;35768;SXT_25;23;26;26;24;
Escherichia coli;35768;TE_30;23;23;23;17;";TET wild-type"
Escherichia coli;35768;TEC_30;;;;;
Escherichia coli;35768;TEM_30;19;20;21;22;";BSBL or other beta-lactamase"
Escherichia coli;35768;TGC_15;19;20;19;19;";TET wild-type"
Escherichia coli;35768;TOB_10;18;18;18;18;";AG wild-type"
Escherichia coli;35768;TZP_36;23;24;24;25;";BSBL or other beta-lactamase"
Escherichia coli;35833;AK_30;20;21;21;22;";AG wild-type"
Escherichia coli;35833;AMC_30;14;14;14;14;";pAmpC"
Escherichia coli;35833;AMP_10;6;6;6;6;";pAmpC"
Escherichia coli;35833;CIP_5;9;6;6;6;";QL high level resistance"
Escherichia coli;35833;CN_10;19;20;20;21;";AG wild-type"
Escherichia coli;35833;CPD_10;13;12;10;10;";pAmpC"
Escherichia coli;35833;CRO_30;24;25;25;25;";pAmpC"
Escherichia coli;35833;CXM_30;15;15;14;13;";pAmpC"
Escherichia coli;35833;DA_2;;;;;
Escherichia coli;35833;E_15;;;;;
Escherichia coli;35833;FD_10;;;;;
Escherichia coli;35833;FEP_30;27;28;28;28;";pAmpC"
Escherichia coli;35833;FOX_30;13;13;12;12;";pAmpC"
Escherichia coli;35833;K_30;20;20;21;21;";AG wild-type"
Escherichia coli;35833;LEV_5;11;11;10;10;";QL high level resistance"
Escherichia coli;35833;LZD_10;;;;;
Escherichia coli;35833;MEM_10;29;30;31;31;";pAmpC"
Escherichia coli;35833;MH_30;23;22;22;22;";TET wild-type"
Escherichia coli;35833;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;35833;NOR_10;6;6;6;6;";QL high level resistance"
Escherichia coli;35833;P_1;;;;;";pAmpC"
Escherichia coli;35833;RD_5;;;;;
Escherichia coli;35833;SXT_25;6;6;6;6;
Escherichia coli;35833;TE_30;24;24;23;23;";TET wild-type"
Escherichia coli;35833;TEC_30;;;;;
Escherichia coli;35833;TEM_30;22;22;22;20;";pAmpC"
Escherichia coli;35833;TGC_15;20;20;21;22;";TET wild-type"
Escherichia coli;35833;TOB_10;19;19;20;20;";AG wild-type"
Escherichia coli;35833;TZP_36;20;20;20;20;";pAmpC"
Escherichia coli;36229;AK_30;20;20;21;22;";AG wild-type"
Escherichia coli;36229;AMC_30;18;18;18;19;";CTX"
Escherichia coli;36229;AMP_10;7;6;6;6;";CTX"
Escherichia coli;36229;CIP_5;28;29;30;31;";QL wild-type"
Escherichia coli;36229;CN_10;19;20;21;21;";AG wild-type"
Escherichia coli;36229;CPD_10;6;6;6;6;";CTX"
Escherichia coli;36229;CRO_30;14;13;12;12;";CTX"
Escherichia coli;36229;CXM_30;6;6;6;6;";CTX"
Escherichia coli;36229;DA_2;;;;;
Escherichia coli;36229;E_15;;;;;
Escherichia coli;36229;FD_10;;;;;
