barcode;organism;atb_acronim;6h;8h;12h;18h;phenotypes
3015903930;A. baumanii;Tobramycine;20;22;23;23;Aminoglycoside wild-type
3015903931;A. baumanii;Amikacine;19;21;23;23;Aminoglycoside wild-type
3015903931;A. baumanii;Ciprofloxacine;25;27;28;28;Quinolone wild-type
3015903931;A. baumanii;Gentamicine;19;20;22;22;Aminoglycoside wild-type
3015903931;A. baumanii;Imipeneme;29;30;31;32;beta-Lactamase wild-type
3015903931;A. baumanii;Levofloxacine;25;26;28;28;Quinolone wild-type
3015903931;A. baumanii;Meropeneme;23;26;27;28;beta-Lactamase wild-type
3015903931;A. baumanii;Tobramycine;19;21;22;22;Aminoglycoside wild-type
3015903932;A. baumanii;Amikacine;20;22;23;24;Aminoglycoside wild-type
3015903932;A. baumanii;Ciprofloxacine;26;29;30;30;Quinolone wild-type
3015903932;A. baumanii;Gentamicine;19;21;22;23;Aminoglycoside wild-type
3015903932;A. baumanii;Imipeneme;29;31;32;34;beta-Lactamase wild-type
3015903932;A. baumanii;Levofloxacine;27;29;30;30;Quinolone wild-type
3015903932;A. baumanii;Meropeneme;25;27;29;30;beta-Lactamase wild-type
3015903932;A. baumanii;Tobramycine;19;22;22;23;Aminoglycoside wild-type
3015903933;A. baumanii;Amikacine;6;6;6;6;Aminoglycoside-non-wild-type
3015903933;A. baumanii;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903933;A. baumanii;Gentamicine;6;6;6;6;Aminoglycoside-non-wild-type
3015903933;A. baumanii;Imipeneme;16;15;15;14;beta-Lactamase-non-wild-type
3015903933;A. baumanii;Levofloxacine;13;13;12;11;Quinolone-non-wild-type
3015903933;A. baumanii;Meropeneme;11;12;11;10;beta-Lactamase-non-wild-type
3015903933;A. baumanii;Tobramycine;6;6;6;6;Aminoglycoside-non-wild-type
3015903934;A. baumanii;Amikacine;20;21;22;22;Aminoglycoside wild-type
3015903934;A. baumanii;Ciprofloxacine;28;29;30;30;Quinolone wild-type
3015903934;A. baumanii;Gentamicine;20;21;21;21;Aminoglycoside wild-type
3015903934;A. baumanii;Imipeneme;29;30;32;32;beta-Lactamase wild-type
3015903934;A. baumanii;Levofloxacine;29;29;30;30;Quinolone wild-type
3015903934;A. baumanii;Meropeneme;26;28;28;28;beta-Lactamase wild-type
3015903934;A. baumanii;Tobramycine;19;20;20;20;Aminoglycoside wild-type
3015903936;A. baumanii;Amikacine;20;22;23;23;Aminoglycoside wild-type
3015903936;A. baumanii;Ciprofloxacine;24;27;28;28;Quinolone wild-type
3015903936;A. baumanii;Gentamicine;19;22;23;23;Aminoglycoside wild-type
3015903936;A. baumanii;Imipeneme;30;30;32;33;beta-Lactamase wild-type
3015903936;A. baumanii;Levofloxacine;24;27;28;28;Quinolone wild-type
3015903936;A. baumanii;Meropeneme;20;23;26;26;beta-Lactamase wild-type
3015903936;A. baumanii;Tobramycine;19;21;22;22;Aminoglycoside wild-type
3015903937;A. baumanii;Amikacine;12;12;10;9;Aminoglycoside-non-wild-type
3015903937;A. baumanii;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903937;A. baumanii;Gentamicine;6;6;6;6;Aminoglycoside-non-wild-type
3015903937;A. baumanii;Imipeneme;11;10;9;9;beta-Lactamase-non-wild-type
3015903937;A. baumanii;Levofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903937;A. baumanii;Meropeneme;10;10;9;9;beta-Lactamase-non-wild-type
3015903937;A. baumanii;Tobramycine;9;6;6;6;Aminoglycoside-non-wild-type
3015903938;A. baumanii;Amikacine;22;23;23;22;Aminoglycoside wild-type
3015903938;A. baumanii;Ciprofloxacine;14;15;15;14;Quinolone-non-wild-type
3015903938;A. baumanii;Gentamicine;21;22;21;21;Aminoglycoside wild-type
3015903938;A. baumanii;Imipeneme;28;30;30;30;beta-Lactamase wild-type
3015903938;A. baumanii;Levofloxacine;17;17;16;15;Quinolone-non-wild-type
3015903938;A. baumanii;Meropeneme;21;23;24;24;beta-Lactamase wild-type
3015903938;A. baumanii;Tobramycine;20;22;22;21;Aminoglycoside wild-type
3015903939;A. baumanii;Amikacine;21;24;25;26;Aminoglycoside wild-type
3015903939;A. baumanii;Ciprofloxacine;24;25;27;27;Quinolone wild-type
3015903939;A. baumanii;Gentamicine;20;22;24;25;Aminoglycoside wild-type
3015903939;A. baumanii;Imipeneme;29;33;34;34;beta-Lactamase wild-type
3015903939;A. baumanii;Levofloxacine;25;26;28;28;Quinolone wild-type
3015903939;A. baumanii;Meropeneme;24;27;28;29;beta-Lactamase wild-type
3015903939;A. baumanii;Tobramycine;20;22;23;24;Aminoglycoside wild-type
3015903940;A. baumanii;Amikacine;24;25;25;25;Aminoglycoside wild-type
3015903940;A. baumanii;Ciprofloxacine;26;27;27;28;Quinolone wild-type
3015903940;A. baumanii;Gentamicine;22;24;24;24;Aminoglycoside wild-type
3015903940;A. baumanii;Imipeneme;30;32;32;33;beta-Lactamase wild-type
3015903940;A. baumanii;Levofloxacine;27;28;28;28;Quinolone wild-type
3015903940;A. baumanii;Meropeneme;25;27;28;28;beta-Lactamase wild-type
3015903940;A. baumanii;Tobramycine;23;24;24;24;Aminoglycoside wild-type
3015903941;A. baumanii;Amikacine;19;20;21;21;Aminoglycoside wild-type
3015903941;A. baumanii;Ciprofloxacine;12;12;11;9;Quinolone-non-wild-type
3015903941;A. baumanii;Gentamicine;18;20;21;21;Aminoglycoside wild-type
3015903941;A. baumanii;Imipeneme;29;30;31;31;beta-Lactamase wild-type
3015903941;A. baumanii;Levofloxacine;17;17;16;16;Quinolone-non-wild-type
3015903941;A. baumanii;Meropeneme;25;27;28;28;beta-Lactamase wild-type
3015903941;A. baumanii;Tobramycine;18;19;20;20;Aminoglycoside wild-type
3015903942;A. baumanii;Amikacine;20;23;23;23;Aminoglycoside wild-type
3015903942;A. baumanii;Ciprofloxacine;24;29;29;29;Quinolone wild-type
3015903942;A. baumanii;Gentamicine;20;22;23;23;Aminoglycoside wild-type
3015903942;A. baumanii;Imipeneme;28;30;31;31;beta-Lactamase wild-type
3015903942;A. baumanii;Levofloxacine;27;29;30;30;Quinolone wild-type
3015903942;A. baumanii;Meropeneme;26;28;29;29;beta-Lactamase wild-type
3015903942;A. baumanii;Tobramycine;19;22;23;23;Aminoglycoside wild-type
3015903943;A. baumanii;Amikacine;19;21;22;23;Aminoglycoside wild-type
3015903943;A. baumanii;Ciprofloxacine;26;27;28;28;Quinolone wild-type
3015903943;A. baumanii;Gentamicine;20;22;23;23;Aminoglycoside wild-type
3015903943;A. baumanii;Imipeneme;30;30;31;33;beta-Lactamase wild-type
3015903943;A. baumanii;Levofloxacine;26;28;28;29;Quinolone wild-type
3015903943;A. baumanii;Meropeneme;25;27;28;28;beta-Lactamase wild-type
3015903943;A. baumanii;Tobramycine;20;22;23;23;Aminoglycoside wild-type
3015903944;A. baumanii;Amikacine;24;25;26;26;Aminoglycoside wild-type
3015903944;A. baumanii;Ciprofloxacine;25;26;27;27;Quinolone wild-type
3015903944;A. baumanii;Gentamicine;22;22;23;23;Aminoglycoside wild-type
3015903944;A. baumanii;Imipeneme;30;31;32;32;beta-Lactamase wild-type
3015903944;A. baumanii;Levofloxacine;25;26;27;27;Quinolone wild-type
3015903944;A. baumanii;Meropeneme;25;27;27;27;beta-Lactamase wild-type
3015903944;A. baumanii;Tobramycine;22;23;24;24;Aminoglycoside wild-type
3015903945;A. baumanii;Amikacine;18;20;22;23;Aminoglycoside wild-type
3015903945;A. baumanii;Ciprofloxacine;24;25;26;28;Quinolone wild-type
3015903945;A. baumanii;Gentamicine;19;21;24;24;Aminoglycoside wild-type
3015903945;A. baumanii;Imipeneme;28;32;33;33;beta-Lactamase wild-type
3015903945;A. baumanii;Levofloxacine;24;26;27;28;Quinolone wild-type
3015903945;A. baumanii;Meropeneme;21;24;23;24;beta-Lactamase wild-type
3015903945;A. baumanii;Tobramycine;18;20;22;22;Aminoglycoside wild-type
3015903946;A. baumanii;Amikacine;6;6;6;6;Aminoglycoside-non-wild-type
3015903946;A. baumanii;Ciprofloxacine;9;6;6;6;Quinolone-non-wild-type
3015903946;A. baumanii;Gentamicine;6;6;6;6;Aminoglycoside-non-wild-type
3015903946;A. baumanii;Imipeneme;15;14;13;12;beta-Lactamase-non-wild-type
3015903946;A. baumanii;Levofloxacine;14;14;13;12;Quinolone-non-wild-type
3015903946;A. baumanii;Meropeneme;11;11;10;9;beta-Lactamase-non-wild-type
3015903946;A. baumanii;Tobramycine;6;6;6;6;Aminoglycoside-non-wild-type
3015903947;A. baumanii;Amikacine;23;24;24;25;Aminoglycoside wild-type
3015903947;A. baumanii;Ciprofloxacine;24;25;27;28;Quinolone wild-type
3015903947;A. baumanii;Gentamicine;21;22;23;24;Aminoglycoside wild-type
3015903947;A. baumanii;Imipeneme;29;30;30;31;beta-Lactamase wild-type
3015903947;A. baumanii;Levofloxacine;26;27;28;28;Quinolone wild-type
3015903947;A. baumanii;Meropeneme;27;29;30;30;beta-Lactamase wild-type
3015903947;A. baumanii;Tobramycine;21;22;22;22;Aminoglycoside wild-type
3015903948;A. baumanii;Amikacine;19;21;23;23;Aminoglycoside wild-type
3015903948;A. baumanii;Ciprofloxacine;25;28;29;29;Quinolone wild-type
3015903948;A. baumanii;Gentamicine;19;22;23;24;Aminoglycoside wild-type
3015903948;A. baumanii;Imipeneme;29;31;32;34;beta-Lactamase wild-type
3015903948;A. baumanii;Levofloxacine;25;28;29;29;Quinolone wild-type
3015903948;A. baumanii;Meropeneme;25;27;29;29;beta-Lactamase wild-type
3015903948;A. baumanii;Tobramycine;19;22;23;23;Aminoglycoside wild-type
3015903949;A. baumanii;Amikacine;20;22;23;23;Aminoglycoside wild-type
3015903949;A. baumanii;Ciprofloxacine;24;26;27;27;Quinolone wild-type
3015903949;A. baumanii;Gentamicine;20;22;23;23;Aminoglycoside wild-type
3015903949;A. baumanii;Imipeneme;31;31;31;31;beta-Lactamase wild-type
3015903949;A. baumanii;Levofloxacine;26;27;27;28;Quinolone wild-type
3015903949;A. baumanii;Meropeneme;26;28;28;29;beta-Lactamase wild-type
3015903949;A. baumanii;Tobramycine;18;21;22;22;Aminoglycoside wild-type
3015903950;A. baumanii;Amikacine;20;21;22;22;Aminoglycoside wild-type
3015903950;A. baumanii;Ciprofloxacine;26;29;29;29;Quinolone wild-type
3015903950;A. baumanii;Gentamicine;20;21;22;22;Aminoglycoside wild-type
3015903950;A. baumanii;Imipeneme;29;29;30;30;beta-Lactamase wild-type
3015903950;A. baumanii;Levofloxacine;27;29;29;29;Quinolone wild-type
3015903950;A. baumanii;Meropeneme;25;27;29;29;beta-Lactamase wild-type
3015903950;A. baumanii;Tobramycine;18;20;21;21;Aminoglycoside wild-type
3015903951;A. baumanii;Amikacine;19;21;21;22;Aminoglycoside wild-type
3015903951;A. baumanii;Ciprofloxacine;21;23;23;23;Quinolone wild-type
3015903951;A. baumanii;Gentamicine;19;21;22;22;Aminoglycoside wild-type
3015903951;A. baumanii;Imipeneme;27;28;28;28;beta-Lactamase wild-type
3015903951;A. baumanii;Levofloxacine;22;23;23;23;Quinolone wild-type
3015903951;A. baumanii;Meropeneme;22;26;28;28;beta-Lactamase wild-type
3015903951;A. baumanii;Tobramycine;18;20;21;21;Aminoglycoside wild-type
3015903952;A. baumanii;Amikacine;21;22;22;22;Aminoglycoside wild-type
3015903952;A. baumanii;Ciprofloxacine;26;28;29;29;Quinolone wild-type
3015903952;A. baumanii;Gentamicine;20;21;21;22;Aminoglycoside wild-type
3015903952;A. baumanii;Imipeneme;26;29;30;30;beta-Lactamase wild-type
3015903952;A. baumanii;Levofloxacine;26;29;29;29;Quinolone wild-type
3015903952;A. baumanii;Meropeneme;23;27;28;28;beta-Lactamase wild-type
3015903952;A. baumanii;Tobramycine;19;20;21;21;Aminoglycoside wild-type
3015903953;A. baumanii;Amikacine;9;6;6;6;Aminoglycoside-non-wild-type
3015903953;A. baumanii;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903953;A. baumanii;Gentamicine;6;6;6;6;Aminoglycoside-non-wild-type
3015903953;A. baumanii;Imipeneme;10;9;9;6;beta-Lactamase-non-wild-type
3015903953;A. baumanii;Levofloxacine;9;9;9;7;Quinolone-non-wild-type
3015903953;A. baumanii;Meropeneme;6;6;6;6;beta-Lactamase-non-wild-type
3015903953;A. baumanii;Tobramycine;6;6;6;6;Aminoglycoside-non-wild-type
3015903954;A. baumanii;Amikacine;20;23;23;23;Aminoglycoside wild-type
3015903954;A. baumanii;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903954;A. baumanii;Gentamicine;16;18;17;17;Aminoglycoside wild-type
3015903954;A. baumanii;Imipeneme;15;15;14;13;beta-Lactamase-non-wild-type
3015903954;A. baumanii;Levofloxacine;11;11;9;9;Quinolone-non-wild-type
3015903954;A. baumanii;Meropeneme;12;13;13;12;beta-Lactamase-non-wild-type
3015903954;A. baumanii;Tobramycine;18;21;21;21;Aminoglycoside wild-type
3015903955;A. baumanii;Amikacine;19;22;24;24;Aminoglycoside wild-type
3015903955;A. baumanii;Ciprofloxacine;24;28;31;31;Quinolone wild-type
3015903955;A. baumanii;Gentamicine;19;22;24;24;Aminoglycoside wild-type
3015903955;A. baumanii;Imipeneme;25;32;32;33;beta-Lactamase wild-type
3015903955;A. baumanii;Levofloxacine;25;31;32;32;Quinolone wild-type
3015903955;A. baumanii;Meropeneme;19;25;28;29;beta-Lactamase wild-type
3015903955;A. baumanii;Tobramycine;18;21;23;23;Aminoglycoside wild-type
3015903956;A. baumanii;Amikacine;18;21;23;24;Aminoglycoside wild-type
3015903956;A. baumanii;Ciprofloxacine;21;26;29;29;Quinolone wild-type
3015903956;A. baumanii;Gentamicine;17;21;23;23;Aminoglycoside wild-type
3015903956;A. baumanii;Imipeneme;28;32;34;34;beta-Lactamase wild-type
3015903956;A. baumanii;Levofloxacine;21;27;29;30;Quinolone wild-type
3015903956;A. baumanii;Meropeneme;19;24;27;27;beta-Lactamase wild-type
3015903956;A. baumanii;Tobramycine;19;20;22;23;Aminoglycoside wild-type
3015903957;A. baumanii;Amikacine;23;24;25;25;Aminoglycoside wild-type
3015903957;A. baumanii;Ciprofloxacine;24;26;26;26;Quinolone wild-type
3015903957;A. baumanii;Gentamicine;23;23;23;23;Aminoglycoside wild-type
3015903957;A. baumanii;Imipeneme;29;31;32;34;beta-Lactamase wild-type
3015903957;A. baumanii;Levofloxacine;25;25;25;25;Quinolone wild-type
3015903957;A. baumanii;Meropeneme;23;26;27;28;beta-Lactamase wild-type
3015903957;A. baumanii;Tobramycine;22;23;23;23;Aminoglycoside wild-type
3015903958;A. baumanii;Amikacine;19;21;21;21;Aminoglycoside wild-type
3015903958;A. baumanii;Ciprofloxacine;22;24;25;26;Quinolone wild-type
3015903958;A. baumanii;Gentamicine;19;21;20;21;Aminoglycoside wild-type
3015903958;A. baumanii;Imipeneme;28;28;29;29;beta-Lactamase wild-type
3015903958;A. baumanii;Levofloxacine;23;25;26;26;Quinolone wild-type
3015903958;A. baumanii;Meropeneme;21;23;24;24;beta-Lactamase wild-type
3015903958;A. baumanii;Tobramycine;18;19;19;20;Aminoglycoside wild-type
3015903959;A. baumanii;Amikacine;19;21;21;22;Aminoglycoside wild-type
3015903959;A. baumanii;Ciprofloxacine;26;27;28;28;Quinolone wild-type
3015903959;A. baumanii;Gentamicine;20;21;21;21;Aminoglycoside wild-type
3015903959;A. baumanii;Imipeneme;28;29;30;30;beta-Lactamase wild-type
3015903959;A. baumanii;Levofloxacine;26;27;27;28;Quinolone wild-type
3015903959;A. baumanii;Meropeneme;22;24;26;26;beta-Lactamase wild-type
3015903959;A. baumanii;Tobramycine;20;20;20;20;Aminoglycoside wild-type
3015903960;A. baumanii;Amikacine;21;22;22;22;Aminoglycoside wild-type
3015903960;A. baumanii;Ciprofloxacine;24;25;26;27;Quinolone wild-type
3015903960;A. baumanii;Gentamicine;19;21;22;22;Aminoglycoside wild-type
3015903960;A. baumanii;Imipeneme;26;29;30;30;beta-Lactamase wild-type
3015903960;A. baumanii;Levofloxacine;26;26;28;28;Quinolone wild-type
3015903960;A. baumanii;Meropeneme;24;28;29;29;beta-Lactamase wild-type
3015903960;A. baumanii;Tobramycine;19;20;21;21;Aminoglycoside wild-type
3015903961;A. baumanii;Amikacine;20;22;24;25;Aminoglycoside wild-type
3015903961;A. baumanii;Ciprofloxacine;26;28;29;30;Quinolone wild-type
3015903961;A. baumanii;Gentamicine;20;22;24;24;Aminoglycoside wild-type
3015903961;A. baumanii;Imipeneme;29;31;33;35;beta-Lactamase wild-type
3015903961;A. baumanii;Levofloxacine;27;29;30;30;Quinolone wild-type
3015903961;A. baumanii;Meropeneme;24;27;29;29;beta-Lactamase wild-type
3015903961;A. baumanii;Tobramycine;20;22;23;24;Aminoglycoside wild-type
3015903962;A. baumanii;Amikacine;15;12;11;10;Aminoglycoside-non-wild-type
3015903962;A. baumanii;Ciprofloxacine;12;11;10;9;Quinolone-non-wild-type
3015903962;A. baumanii;Gentamicine;13;12;10;10;Aminoglycoside-non-wild-type
3015903962;A. baumanii;Imipeneme;9;6;6;6;beta-Lactamase-non-wild-type
3015903962;A. baumanii;Levofloxacine;17;18;17;13;Quinolone-non-wild-type
3015903962;A. baumanii;Meropeneme;6;6;6;6;beta-Lactamase-non-wild-type
3015903962;A. baumanii;Tobramycine;20;21;21;21;Aminoglycoside wild-type
3015903963;A. baumanii;Amikacine;13;11;11;10;Aminoglycoside-non-wild-type
3015903963;A. baumanii;Ciprofloxacine;12;11;10;9;Quinolone-non-wild-type
3015903963;A. baumanii;Gentamicine;11;11;10;9;Aminoglycoside-non-wild-type
3015903963;A. baumanii;Imipeneme;9;6;6;6;beta-Lactamase-non-wild-type
3015903963;A. baumanii;Levofloxacine;17;17;16;13;Quinolone-non-wild-type
3015903963;A. baumanii;Meropeneme;6;6;6;6;beta-Lactamase-non-wild-type
3015903963;A. baumanii;Tobramycine;19;20;21;21;Aminoglycoside wild-type
3015903964;A. baumanii;Amikacine;9;6;6;6;Aminoglycoside-non-wild-type
3015903964;A. baumanii;Ciprofloxacine;9;6;6;6;Quinolone-non-wild-type
3015903964;A. baumanii;Gentamicine;6;6;6;6;Aminoglycoside-non-wild-type
3015903964;A. baumanii;Imipeneme;25;26;25;25;beta-Lactamase wild-type
3015903964;A. baumanii;Levofloxacine;16;15;12;11;Quinolone-non-wild-type
3015903964;A. baumanii;Meropeneme;20;23;23;23;beta-Lactamase wild-type
3015903964;A. baumanii;Tobramycine;6;6;6;6;Aminoglycoside-non-wild-type
3015903965;A. baumanii;Amikacine;18;20;20;21;Aminoglycoside wild-type
3015903965;A. baumanii;Ciprofloxacine;21;24;24;24;Quinolone wild-type
3015903965;A. baumanii;Gentamicine;18;20;21;21;Aminoglycoside wild-type
3015903965;A. baumanii;Imipeneme;27;28;29;29;beta-Lactamase wild-type
3015903965;A. baumanii;Levofloxacine;22;25;25;24;Quinolone wild-type
3015903965;A. baumanii;Meropeneme;17;22;23;24;beta-Lactamase wild-type
3015903965;A. baumanii;Tobramycine;18;19;20;20;Aminoglycoside wild-type
3015903966;A. baumanii;Amikacine;19;22;24;24;Aminoglycoside wild-type
3015903966;A. baumanii;Ciprofloxacine;25;29;31;32;Quinolone wild-type
3015903966;A. baumanii;Gentamicine;19;22;24;24;Aminoglycoside wild-type
3015903966;A. baumanii;Imipeneme;28;31;33;33;beta-Lactamase wild-type
3015903966;A. baumanii;Levofloxacine;25;29;30;31;Quinolone wild-type
3015903966;A. baumanii;Meropeneme;23;25;28;29;beta-Lactamase wild-type
3015903966;A. baumanii;Tobramycine;19;21;23;23;Aminoglycoside wild-type
3015903967;A. baumanii;Amikacine;20;21;21;21;Aminoglycoside wild-type
3015903967;A. baumanii;Ciprofloxacine;26;28;28;29;Quinolone wild-type
3015903967;A. baumanii;Gentamicine;20;21;21;21;Aminoglycoside wild-type
3015903967;A. baumanii;Imipeneme;15;15;14;13;beta-Lactamase-non-wild-type
3015903967;A. baumanii;Levofloxacine;27;27;28;28;Quinolone wild-type
3015903967;A. baumanii;Meropeneme;12;11;10;10;beta-Lactamase-non-wild-type
3015903967;A. baumanii;Tobramycine;19;20;20;21;Aminoglycoside wild-type
3015903968;A. baumanii;Amikacine;18;21;22;22;Aminoglycoside wild-type
3015903968;A. baumanii;Ciprofloxacine;23;23;24;24;Quinolone wild-type
3015903968;A. baumanii;Gentamicine;19;20;21;21;Aminoglycoside wild-type
3015903968;A. baumanii;Imipeneme;28;30;30;30;beta-Lactamase wild-type
3015903968;A. baumanii;Levofloxacine;23;24;25;25;Quinolone wild-type
3015903968;A. baumanii;Meropeneme;24;27;28;28;beta-Lactamase wild-type
3015903968;A. baumanii;Tobramycine;18;20;21;21;Aminoglycoside wild-type
3015903969;A. baumanii;Amikacine;21;23;24;24;Aminoglycoside wild-type
3015903969;A. baumanii;Ciprofloxacine;25;28;29;29;Quinolone wild-type
3015903969;A. baumanii;Gentamicine;21;23;24;24;Aminoglycoside wild-type
3015903969;A. baumanii;Imipeneme;27;30;32;32;beta-Lactamase wild-type
3015903969;A. baumanii;Levofloxacine;27;29;29;29;Quinolone wild-type
3015903969;A. baumanii;Meropeneme;24;26;27;28;beta-Lactamase wild-type
3015903969;A. baumanii;Tobramycine;19;21;22;23;Aminoglycoside wild-type
3015903970;A. baumanii;Amikacine;19;21;22;23;Aminoglycoside wild-type
3015903970;A. baumanii;Ciprofloxacine;23;26;27;27;Quinolone wild-type
3015903970;A. baumanii;Gentamicine;19;21;22;22;Aminoglycoside wild-type
3015903970;A. baumanii;Imipeneme;30;33;34;35;beta-Lactamase wild-type
3015903970;A. baumanii;Levofloxacine;25;27;28;28;Quinolone wild-type
3015903970;A. baumanii;Meropeneme;27;29;29;29;beta-Lactamase wild-type
3015903970;A. baumanii;Tobramycine;17;19;21;21;Aminoglycoside wild-type
3015903971;A. baumanii;Amikacine;;7;6;6;Aminoglycoside-non-wild-type
3015903971;A. baumanii;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903971;A. baumanii;Gentamicine;6;6;6;6;Aminoglycoside-non-wild-type
3015903971;A. baumanii;Imipeneme;6;6;6;6;beta-Lactamase-non-wild-type
3015903971;A. baumanii;Levofloxacine;12;11;10;9;Quinolone-non-wild-type
3015903971;A. baumanii;Meropeneme;6;6;6;6;beta-Lactamase-non-wild-type
3015903971;A. baumanii;Tobramycine;6;6;6;6;Aminoglycoside-non-wild-type
3015903972;A. baumanii;Amikacine;20;21;22;22;Aminoglycoside wild-type
3015903972;A. baumanii;Ciprofloxacine;28;30;30;30;Quinolone wild-type
3015903972;A. baumanii;Gentamicine;20;21;22;22;Aminoglycoside wild-type
3015903972;A. baumanii;Imipeneme;29;30;30;30;beta-Lactamase wild-type
3015903972;A. baumanii;Levofloxacine;30;31;31;31;Quinolone wild-type
